ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closest_secondary,secondary_school_ranking
ID989845615,5/205 Williams Rd,SOUTH YARRA,523000.0,u,17/09/2016,1,1.0,0.0,0.0,79.0,-37.8458,145.0034,19947,174.1944604264952,16.214285714285715,False,1100.6666666666667,3636.3333333333335,457.3333333333333,Toorak Primary School,577.8129439712343,83,Loreto Mandeville Hall,1044.6994634064863,15
ID729018694,9 Wicks Ct,OAKLEIGH SOUTH,881500.0,h,10/09/2016,4,2.0,2.0,581.0,59.0,-37.9355,145.0979,19915,2323.704577507027,34.093023255813954,False,136.33333333333334,302.6666666666667,42.0,St Andrew's School,818.8889377573599,not ranked,South Oakleigh Secondary College,1631.6134783466007,259
ID459676541,15 Eveline St,BRUNSWICK,1630000.0,h,23/09/2017,4,2.0,1.0,278.0,139.0,-37.77081,144.96318,19968,467.18163074523267,25.333333333333332,False,941.3333333333334,5813.0,575.6666666666666,Princes Hill Primary School,1152.000582780876,not ranked,Sydney Road Community School,169.2388054408815,447
ID204827223,2/29 St Elmo Rd,IVANHOE,385000.0,u,30/07/2016,1,1.0,1.0,0.0,49.0,-37.7638,145.0458,19933,568.3126382374013,26.058823529411764,False,555.6666666666666,1129.0,160.66666666666666,Ivanhoe Girls' Grammar School,182.90698335623466,38,Ivanhoe Girls' Grammar School,182.90698335623466,49
ID875406187,14 Oxford St,SUNSHINE NORTH,905000.0,h,27/05/2017,3,1.0,4.0,697.0,69.0,-37.77004,144.84254,20004,1783.5856433544152,26.375,False,1412.0,6364.0,699.3333333333334,Sunshine North Primary School,519.1706165737324,not ranked,Braybrook College,1014.8792791771426,139
ID718849197,373 Waterdale Rd,BELLFIELD,676000.0,u,30/07/2016,3,1.0,0.0,605.0,69.0,-37.7516,145.0457,19935,1452.8177941940482,29.823529411764707,False,703.6666666666666,1502.0,135.66666666666666,St Pius X School,523.102834967047,not ranked,Ivanhoe Girls' Grammar School,1524.6887574498076,49
ID342729238,12/66 Woornack Rd,CARNEGIE,250000.0,u,10/09/2016,1,1.0,1.0,0.0,59.0,-37.8982,145.0625,19919,988.3191709362777,25.375,False,3703.6666666666665,18944.0,2039.3333333333333,St Patrick's School,466.21741248033635,346,Oakleigh Grammar,1803.0220388872,270
ID249936668,13/84 Campbell Rd,HAWTHORN EAST,365000.0,u,12/11/2016,1,1.0,0.0,2274.0,52.0,-37.8339,145.055,19853,878.6158806949968,19.09090909090909,False,1144.3333333333333,6845.666666666667,375.6666666666667,Camberwell Primary School,300.2216392549468,35,SEDA College (Victoria),365.2648314082132,not ranked
ID435107291,9 Sargood St,COBURG,642000.0,h,27/06/2016,2,1.0,0.0,167.0,79.0,-37.7477,144.9647,19965,608.0659671786414,32.0,False,1071.3333333333333,5783.666666666667,419.6666666666667,St Bernard's School,705.5445270035203,479,Coburg High School,1056.1942508211212,79
ID542341626,140 Purinuan Rd,RESERVOIR,791000.0,h,19/11/2016,2,1.0,3.0,720.0,49.0,-37.7076,145.017,20009,659.8745929855735,35.2,False,824.6666666666666,1890.3333333333333,159.33333333333334,Maharishi School of the Age of Enlightenment,419.43385324693486,not ranked,William Ruthven Secondary College,1746.7968654191593,435
ID416087798,5 Daours Ct,WATSONIA,932500.0,h,22/04/2017,4,2.0,2.0,585.0,69.0,-37.7154,145.0777,19984,729.679380576084,37.666666666666664,False,647.0,2861.3333333333335,222.66666666666666,Macleod College,1146.897454869142,not ranked,Macleod College,1146.897454869142,459
ID404853150,6A Heather Gr,RINGWOOD,800000.0,h,12/08/2017,3,2.0,1.0,461.0,14.0,-37.82536,145.22228,19901,1056.833797792258,36.41379310344828,False,394.3333333333333,1153.6666666666667,165.33333333333334,Our Lady of Perpetual Help School,1322.061562002713,not ranked,Aquinas College,1141.865444210494,151
ID884879061,49 Roberts St,KEILOR EAST,1010000.0,h,3/09/2017,4,1.0,2.0,612.0,36.0,-37.75035,144.86431000000005,20037,4610.083222710939,20.42105263157895,False,591.6666666666666,1189.6666666666667,177.33333333333334,St Peter's School,805.2751659000147,345,Essendon Keilor College,1276.4719416566668,460
ID490430364,8 Lygon St,CAULFIELD SOUTH,1774500.0,h,14/05/2016,4,2.0,2.0,575.0,11.0,-37.8993,145.0254,19941,1322.221082403945,32.15384615384615,False,1540.6666666666667,6062.333333333333,477.6666666666667,Caulfield South Primary School,654.1185425074312,355,Japanese School of Melbourne,927.3063789658954,not ranked
ID443172485,131 Lord St,RICHMOND,3335000.0,h,3/12/2016,4,2.0,2.0,319.0,126.0,-37.8244,145.0044,19906,448.0138948064637,11.904761904761905,False,824.6666666666666,1890.3333333333333,159.33333333333334,Richmond Primary School,741.913771757401,260,Richmond High School,790.8804197292435,not ranked
ID424049201,12 Jones Ct,BUNDOORA,1405000.0,h,27/05/2017,3,2.0,2.0,639.0,15.0,-37.69353,145.06008,19984,2850.560471488838,37.666666666666664,False,684.0,1695.6666666666667,161.0,Northside Christian College,504.3026318842503,264,Northside Christian College,504.3026318842503,162
ID456633054,18/170 St Kilda Rd,ST KILDA,720000.0,u,27/11/2016,3,1.0,1.0,0.0,89.0,-37.8612,144.985,19957,842.9491738181205,15.5,False,1363.6666666666667,6287.666666666667,564.3333333333334,St Michael's Grammar School,604.1107515167203,275,St Michael's Grammar School,604.1107515167203,58
ID671505349,4 Barry St,NORTHCOTE,950000.0,h,29/07/2017,2,1.0,0.0,114.0,59.0,-37.78024,144.99289,20017,266.51671559740527,19.3,False,142.0,344.6666666666667,39.333333333333336,Merri Creek Primary School,606.0799361291452,191,Fitzroy High School,705.1505209799503,248
ID770362046,4/13 Sylvester St,OAK PARK,522000.0,u,8/10/2016,2,1.0,1.0,161.0,7.0,-37.7204,144.9131,20033,789.8930315580553,34.0,False,136.33333333333334,302.6666666666667,42.0,Strathmore North Primary School,557.6239558019793,145,Pascoe Vale Girls Secondary College,1997.4306397986204,371
ID816189730,4 Lyons St,GLENROY,600000.0,h,8/10/2016,3,1.0,2.0,702.0,69.0,-37.6999,144.9387,19961,1778.9904119261596,39.0,False,1683.6666666666667,8938.666666666666,509.3333333333333,Belle Vue Park Primary School,483.3557491599536,not ranked,Glenroy Private,864.1816819557538,not ranked
ID897252335,1172 North Rd,OAKLEIGH SOUTH,1900000.0,h,18/03/2017,6,2.0,6.0,1200.0,49.0,-37.9099,145.0875,19917,1062.9845485792507,29.35483870967742,False,142.0,344.6666666666667,39.333333333333336,Sacred Heart School,899.2415428551444,66,Sacred Heart Girls' College,870.2063138505673,93
ID197908056,47 Washington Dr,OAKLEIGH SOUTH,945000.0,h,3/06/2017,3,1.0,2.0,640.0,44.0,-37.93646,145.08728,19916,3126.631652939269,31.35483870967742,False,142.0,344.6666666666667,39.333333333333336,East Bentleigh Primary School,1582.7065688040036,not ranked,South Oakleigh Secondary College,1589.0359331750037,259
ID713034035,1/123 Blyth St,ALTONA,720000.0,t,4/02/2016,2,1.0,2.0,292.0,6.0,-37.8687,144.8197,19925,672.6448176663756,28.5,False,2489.6666666666665,11817.333333333334,1268.6666666666667,Altona Primary School,289.23027518880684,213,Altona College,761.4619826920048,not ranked
ID369516258,40 Wave St,ELWOOD,1925000.0,h,28/08/2016,3,1.0,1.0,393.0,96.0,-37.8835,144.9873,19955,1095.805304469708,19.5,False,1566.6666666666667,8895.333333333334,491.0,Elwood Primary School,240.95109881088626,309,Elwood College,226.2705756931625,175
ID190991891,31A Beaconsfield Rd,BRIAR HILL,840000.0,h,1/07/2017,3,1.0,2.0,509.0,19.0,-37.70822,145.11495,19985,757.5935681592401,41.666666666666664,False,59.0,124.0,5.333333333333333,Briar Hill Primary School,112.17572040742752,348,Montmorency Secondary College,662.3425254155136,201
ID754096359,10/59 Young St,FITZROY,1326000.0,h,20/05/2017,3,2.0,2.0,718.0,13.0,-37.8065,144.9781,19843,682.1014274482006,6.100558659217877,False,330.3333333333333,1855.0,82.0,Sacred Heart School,496.8738251486777,66,Academy of Mary Immaculate,449.1903135872678,144
ID599480694,3 Hayball Ct,BRIGHTON,2415000.0,h,20/05/2017,4,3.0,2.0,402.0,44.0,-37.9037,144.9926,19952,888.6582133567179,24.5,False,2897.3333333333335,11243.0,942.0,Firbank Grammar School,466.35899593208455,24,Firbank Grammar School,466.35899593208455,29
ID282379134,3 Mary St,MALVERN,4525000.0,h,22/08/2016,4,4.0,2.0,716.0,94.0,-37.8469,145.0377,19945,1933.6676837997404,19.214285714285715,False,610.0,1743.6666666666667,228.0,Bialik College,717.1188981858446,148,Bialik College,717.1188981858446,1
ID791081191,105 William St,LALOR,700000.0,h,29/07/2017,3,1.0,2.0,625.0,49.0,-37.67427,145.02961000000005,20006,1440.610092041535,42.22222222222222,False,1360.6666666666667,6408.666666666667,691.6666666666666,Lalor East Primary School,581.9234676940698,not ranked,Lalor Secondary College,200.2683406981519,378
ID865404802,83 Grange Rd,GLEN HUNTLY,1160000.0,h,8/10/2016,3,1.0,2.0,553.0,89.0,-37.8878,145.0456,19942,365.6210008449042,29.23076923076923,False,431.3333333333333,971.0,220.66666666666666,St Anthony's School,166.22117860479617,485,Glen Eira College,706.9349424827367,215
ID902726553,79 Bamfield Rd,HEIDELBERG HEIGHTS,885000.0,h,3/06/2017,3,1.0,1.0,592.0,59.0,-37.73736,145.05603,19936,1081.425233265288,31.75,False,1173.6666666666667,8523.666666666666,974.6666666666666,Rosanna Primary School,643.0480215451847,367,Charles La Trobe P-12 College,962.4439552999445,465
ID913484785,6/7 Houston St,EPPING,392250.0,u,8/07/2017,3,1.0,1.0,227.0,7.0,-37.64836,145.03139,20005,462.01707069296333,45.22222222222222,False,2006.6666666666667,7754.333333333333,1051.3333333333333,St Peter's School,416.72755354046245,345,Epping Secondary College,517.3521001745902,309
ID543479106,23 Wheatley Av,ROXBURGH PARK,515000.0,h,3/09/2017,3,2.0,2.0,532.0,19.0,-37.62554,144.92006,40220,1955.9017128722444,45.0,False,394.3333333333333,1153.6666666666667,165.33333333333334,Roxburgh Homestead Primary School,799.0794614340302,not ranked,Roxburgh College,1055.3879116769797,451
ID264771571,11 Duffy St,RESERVOIR,680000.0,h,23/09/2017,3,1.0,1.0,237.0,21.0,-37.7104,145.00717,20009,346.8525242473448,35.2,False,885.0,1901.0,227.66666666666666,Reservoir Primary School,118.88207964793757,not ranked,William Ruthven Secondary College,1577.0911047717345,435
ID738873589,206 Montague St,SOUTH MELBOURNE,1355000.0,h,9/09/2017,2,1.0,0.0,109.0,119.0,-37.83423,144.95243,20043,1769.4838460919432,0.0,True,1245.0,3886.0,447.6666666666667,Galilee Regional Catholic Primary School,299.7991373804323,208,Albert Park College,1257.2842836812304,131
ID160094960,2 Eildon St,DONCASTER,888000.0,t,28/08/2016,3,2.0,1.0,192.0,49.0,-37.7942,145.1256,20042,2809.3918166382437,25.775,False,1566.6666666666667,8895.333333333334,491.0,Box Hill North Primary School,760.9234565730638,not ranked,Koonung Secondary College,1136.2563870311071,94
ID303296273,73 Pecham St,GLENROY,963500.0,h,27/05/2017,3,2.0,6.0,697.0,59.0,-37.69647,144.9113,20031,427.6432037466078,38.0,False,1841.6666666666667,9184.666666666666,533.3333333333334,Glenroy West Primary School,981.1684939208684,not ranked,Penola Catholic College,1138.2666517909872,361
ID400269772,10 Chris Ct,HILLSIDE,677000.0,h,27/05/2017,4,2.0,2.0,661.0,20.0,-37.69655,144.75538,20000,1732.574695620526,32.791666666666664,False,2837.0,9343.666666666666,1212.6666666666667,Sydenham - Hillside Primary School,865.2678102075005,not ranked,Catholic Regional College Institute of Training,1406.6261082315914,not ranked
ID544444597,6/36 Auburn Gr,HAWTHORN EAST,500000.0,u,8/04/2017,2,1.0,1.0,710.0,59.0,-37.8259,145.0483,19903,445.63635178713105,17.904761904761905,False,1253.6666666666667,7401.333333333333,484.6666666666667,Auburn Primary School,654.6264908139103,344,Swinburne Senior Secondary College,726.0832118462305,288
ID652234991,30 Shepherd St,BRAYBROOK,730000.0,h,29/04/2017,3,1.0,3.0,586.0,17.0,-37.783,144.855,20022,1939.318683382419,21.4,False,2897.3333333333335,11243.0,942.0,Christ the King Primary School,798.9871316453783,not ranked,Caroline Chisholm Catholic College,535.7696255405436,235
ID683391916,342 Gilbert Rd,PRESTON,1315000.0,h,19/11/2016,4,3.0,2.0,836.0,78.0,-37.7379,144.9903,20012,903.9713495749043,28.3,False,659.0,5219.333333333333,338.3333333333333,Preston West Primary School,464.2287587623962,52,St John's College Preston,1278.562355135517,not ranked
ID535840135,33 Clunes St,KINGSBURY,705500.0,h,30/07/2016,2,1.0,1.0,770.0,69.0,-37.7159,145.0389,20009,2736.621143830356,35.2,False,87.33333333333333,252.0,37.0,Kingsbury Primary School,149.99274394544221,not ranked,Reservoir High School,1071.0271564461036,346
ID658506393,5/27 Venus St,CAULFIELD SOUTH,290000.0,u,27/11/2016,1,1.0,1.0,0.0,49.0,-37.8943,145.0145,19953,945.9160326032497,23.5,False,1540.6666666666667,6062.333333333333,477.6666666666667,Japanese School of Melbourne,477.5729475312254,not ranked,Japanese School of Melbourne,477.5729475312254,not ranked
ID480464406,423 Burke Rd,GLEN IRIS,1660000.0,h,10/09/2016,3,1.0,2.0,297.0,89.0,-37.847,145.0535,19851,1938.6539101259275,24.666666666666668,False,1923.6666666666667,8979.333333333334,620.3333333333334,Camberwell South Primary School,807.2666517722053,327,Alia College,844.0240172215159,500
ID902329102,22 Nimmo St,ESSENDON,1160000.0,h,10/09/2016,4,3.0,2.0,256.0,4.0,-37.7527,144.8957,20037,1841.3088109683304,20.42105263157895,False,334.6666666666667,1407.6666666666667,88.33333333333333,Our Lady of the Nativity School,413.31182821779646,373,Ave Maria College,479.50225889333643,111
ID567360729,211A Ballarat Rd,FOOTSCRAY,950000.0,h,11/02/2017,2,1.0,2.0,657.0,79.0,-37.7909,144.8884,20023,1244.088837636409,19.4,False,2047.6666666666667,9171.0,742.3333333333334,Footscray North Primary School,564.7212957221718,235,Footscray City College,494.1438591763984,166
ID829214964,4/463 South Rd,BENTLEIGH,380000.0,u,8/07/2017,2,1.0,1.0,1.0,8.0,-37.9332,145.03794,19937,166.17329162257985,38.266666666666666,False,959.0,4476.666666666667,324.0,Tucker Road Bentleigh Primary School,974.8611434098852,380,Our Lady of the Sacred Heart College,850.6777396712791,73
ID636217654,3 Federation St,ASCOT VALE,1005000.0,h,29/04/2017,2,1.0,1.0,202.0,8.0,-37.7737,144.9166,20039,492.92843349839814,20.0,False,2494.6666666666665,11307.0,1410.0,St Mary's School,469.31355773752506,159,Lowther Hall Anglican Grammar School,1541.9384839694997,not ranked
ID281752188,158 Neville St,MIDDLE PARK,1300000.0,h,8/04/2017,2,1.0,0.0,132.0,119.0,-37.8527,144.9657,19958,2152.911158137533,13.5,False,313.3333333333333,545.3333333333334,65.66666666666667,Middle Park Primary School,902.8483538965327,242,Wesley College,1508.216769135831,98
ID957538191,4 Colston Cl,DONCASTER,1250000.0,h,10/12/2016,4,2.0,2.0,780.0,49.0,-37.7955,145.139,19897,2818.103866380808,30.818181818181817,False,1566.6666666666667,8895.333333333334,491.0,Kerrimuir Primary School,968.3990929674947,91,Doncaster Secondary College,1218.3229650676767,225
ID546550377,14 Delhi St,BENTLEIGH,1410000.0,h,23/09/2017,4,3.0,4.0,623.0,69.0,-37.92588,145.04808,19938,1110.2422128914468,36.84615384615385,False,959.0,4476.666666666667,324.0,St Paul's School,672.9564950229694,211,Our Lady of the Sacred Heart College,714.793153359732,73
ID263311682,255 Elgar Rd,SURREY HILLS,1300000.0,h,10/09/2016,4,2.0,2.0,809.0,69.0,-37.8337,145.1118,19895,1562.7366530600082,25.5,False,2403.6666666666665,5212.333333333333,586.6666666666666,Our Lady of Perpetual Succour School,407.13493701426444,178,Kingswood College,609.0345493165137,106
ID893608034,3/32 Wimba Av,KEW,860000.0,u,12/08/2017,2,2.0,1.0,0.0,69.0,-37.80593,145.05121,19903,1892.9729893727872,17.904761904761905,False,288.0,712.0,75.66666666666667,Genazzano FCJ College,525.8330590329841,40,Genazzano FCJ College,525.8330590329841,33
ID910719181,3/1 Seisman Pl,PORT MELBOURNE,735000.0,u,27/11/2016,2,1.0,1.0,0.0,19.0,-37.8424,144.9449,20043,2761.5325364425303,0.0,False,659.0,5219.333333333333,338.3333333333333,Albert Park Primary School,693.8624372018005,306,Albert Park College,343.1871898385065,131
ID191989746,164 Lebanon St,STRATHMORE,600000.0,t,28/08/2016,3,3.0,2.0,717.0,59.0,-37.7234,144.9077,20033,1359.6435046104348,34.0,False,1363.6666666666667,6287.666666666667,564.3333333333334,Strathmore North Primary School,746.6625284236105,145,Strathmore Secondary College,2248.6719631981036,133
ID328302894,1/12 Brooks St,FAWKNER,460000.0,t,15/10/2016,3,1.0,1.0,314.0,49.0,-37.7066,144.9733,19961,1431.345825456761,39.0,False,1144.3333333333333,6845.666666666667,375.6666666666667,Darul Ulum College of Victoria,212.39530581416062,438,Darul Ulum College of Victoria,212.39530581416062,261
ID993478728,1b Daphne St,CANTERBURY,928000.0,h,10/09/2016,3,2.0,1.0,145.0,21.0,-37.8233,145.0769,19893,402.46588660861806,23.76923076923077,False,3703.6666666666665,18944.0,2039.3333333333333,Strathcona Baptist Girls' Grammar,721.6096115114526,69,Strathcona Baptist Girls' Grammar,721.6096115114526,22
ID749468615,40 Smith St,SOUTH MELBOURNE,970000.0,h,9/09/2017,2,1.0,0.0,82.0,119.0,-37.83606,144.95164,20043,1974.707755105341,0.0,False,1245.0,3886.0,447.6666666666667,Galilee Regional Catholic Primary School,278.9910324678797,208,Albert Park College,1042.205674264876,131
ID646987852,111/99 Dow St,PORT MELBOURNE,575000.0,u,4/03/2017,2,2.0,1.0,0.0,7.0,-37.8415,144.9412,20043,2764.295334425362,0.0,False,705.3333333333334,5479.666666666667,335.0,Port Melbourne Primary School,945.9371266005126,325,Albert Park College,654.0652124541239,131
ID775134274,9/5 Rothwell St,ASCOT VALE,467000.0,u,3/12/2016,2,1.0,1.0,0.0,39.0,-37.7761,144.9201,20039,175.30831821205112,20.0,False,2489.6666666666665,11817.333333333334,1268.6666666666667,Ascot Vale Primary School,565.3709693548658,249,Mount Alexander 7-12 College,1337.7931048942246,348
ID857028042,3 Cuming St,YARRAVILLE,856000.0,h,4/06/2016,2,1.0,1.0,261.0,139.0,-37.8157,144.887,19996,258.5301778106527,11.357142857142858,False,703.6666666666666,1502.0,135.66666666666666,Yarraville West Primary School,176.93279746979445,105,Gilmore College For Girls,1973.944448256966,387
ID276101227,2 Northgate Dr,BERWICK,775000.0,h,22/07/2017,4,2.0,2.0,520.0,29.0,-38.06486,145.35031,19882,2085.125472721523,63.72727272727273,False,59.0,124.0,5.333333333333333,Berwick Chase Primary School,410.09944831337157,not ranked,Kambrya College,1269.3233454445894,253
ID588857287,3 Palermo St,SOUTH YARRA,2285000.0,h,15/10/2016,3,2.0,2.0,221.0,129.0,-37.8416,144.9959,19959,469.9229325396891,12.543859649122806,False,1100.6666666666667,3636.3333333333335,457.3333333333333,South Yarra Primary School,904.2039022555981,44,Melbourne High School,533.5865416484517,2
ID429581585,1/76 Queen St,ALTONA,801250.0,u,26/08/2017,2,1.0,1.0,245.0,139.0,-37.87046,144.83482,19926,585.4780182836375,26.428571428571427,False,2494.6666666666665,11307.0,1410.0,St Mary's School,707.0266222431615,159,Altona College,1711.0322962938005,not ranked
ID179486718,8a Pines Gr,OAK PARK,480000.0,h,30/07/2016,2,1.0,2.0,0.0,24.0,-37.7157,144.9165,20033,507.96146325844626,34.0,False,136.33333333333334,302.6666666666667,42.0,Oak Park Primary School,129.80859472849264,not ranked,Glenroy Secondary College,1434.7406371131422,511
ID206340295,1/23 Bondi Rd,BONBEACH,836000.0,h,3/06/2017,3,2.0,2.0,407.0,49.0,-38.06257,145.1226,19859,259.26063939908795,58.583333333333336,False,5.0,73.0,1.0,Bonbeach Primary School,511.7846341978603,368,Patterson River Secondary College,2561.701379929421,396
ID493114347,16 Josephine Gr,PRESTON,1088000.0,h,22/08/2016,2,1.0,2.0,712.0,91.0,-37.7354,145.015,20012,1325.629652809664,28.3,False,659.0,5219.333333333333,338.3333333333333,Holy Name School,652.8809677623397,463,Preston High School,1035.4798398508224,not ranked
ID144308947,5/46 Kororoit Creek Rd,WILLIAMSTOWN NORTH,546000.0,u,8/04/2017,2,1.0,1.0,2023.0,40.0,-37.8573,144.8854,19993,322.52889944449083,20.857142857142858,False,1064.6666666666667,4200.666666666667,432.6666666666667,Bayside P-12 College,47.446242936078505,not ranked,Bayside P-12 College,47.446242936078505,243
ID904373769,27 Beuron Rd,ALTONA NORTH,1001000.0,h,16/09/2017,3,1.0,2.0,667.0,119.0,-37.82872,144.84558,19995,3554.3969776313206,14.333333333333334,False,2494.6666666666665,11307.0,1410.0,Annunciation School,885.650143154687,not ranked,Emmanuel College,427.95012058150195,180
ID571611918,2 Stewart St,ORMOND,940000.0,h,16/07/2016,3,1.0,1.0,397.0,79.0,-37.9064,145.0291,19940,917.6622077942069,33.15384615384615,False,268.3333333333333,736.0,128.33333333333334,Ormond Primary School,406.8362661352898,112,Divrei Emineh,610.7516825888893,not ranked
ID483853502,4 Adrian St,BENTLEIGH EAST,780000.0,h,22/05/2016,3,1.0,1.0,710.0,53.0,-37.9324,145.0577,19937,1853.2110616589916,38.266666666666666,False,925.6666666666666,4701.333333333333,308.6666666666667,Tucker Road Bentleigh Primary School,762.9705991133371,380,Bentleigh Secondary College,590.8232901611977,230
ID791316517,80 Bunting St,RICHMOND,951000.0,h,16/07/2016,2,1.0,0.0,108.0,114.0,-37.8259,145.0089,19906,219.40227442205597,11.904761904761905,True,824.6666666666666,1890.3333333333333,159.33333333333334,Richmond Primary School,955.6732660263939,260,Melbourne Girls College,609.0606607265141,61
ID128763908,9a Ballater St,ESSENDON,800000.0,u,16/04/2016,2,1.0,2.0,502.0,104.0,-37.7498,144.9048,20037,1218.3647774232556,20.42105263157895,False,334.6666666666667,1407.6666666666667,88.33333333333333,St Therese's School,506.3695986845902,387,Buckley Park College,688.2712738560489,123
ID240637027,106/246 Union Rd,ASCOT VALE,790000.0,u,24/09/2016,3,2.0,1.0,0.0,99.0,-37.7722,144.9163,20039,596.2527648986714,20.0,False,2489.6666666666665,11817.333333333334,1268.6666666666667,St Mary's School,478.67401561691116,159,Lowther Hall Anglican Grammar School,1373.2760840803003,not ranked
ID947377647,11/38 Grange Rd,TOORAK,950000.0,u,18/03/2017,3,1.0,1.0,57.0,59.0,-37.8371,145.012,19906,1131.5627264944496,11.904761904761905,False,647.0,2861.3333333333335,222.66666666666666,St Catherine's School,825.6686654249337,117,St Catherine's School,825.6686654249337,35
ID821885311,2/7 Mayo St,SUNSHINE,410000.0,t,28/05/2016,2,2.0,2.0,204.0,11.0,-37.7982,144.82299999999995,20021,1382.8448557072911,16.730337078651687,False,1363.6666666666667,6287.666666666667,564.3333333333334,St Peter's School,377.1009184512027,345,Sunshine College,1026.602441174624,233
ID278554416,2/43 Kangaroo Rd,MURRUMBEENA,825000.0,u,8/10/2016,2,1.0,1.0,0.0,44.0,-37.898,145.0734,19918,508.84570258000485,27.35483870967742,False,268.3333333333333,736.0,128.33333333333334,St Patrick's School,828.9714015885681,346,Oakleigh Grammar,859.5636499960854,270
ID245121255,165 Balwyn Rd,BALWYN,1900000.0,h,27/11/2016,4,2.0,1.0,665.0,79.0,-37.8057,145.0825,19893,2094.119008183673,23.76923076923077,False,925.6666666666666,4701.333333333333,308.6666666666667,Balwyn Primary School,922.3238930068004,16,Balwyn High School,1007.7655181433112,44
ID135097735,2 Donna St,CARRUM DOWNS,532000.0,h,26/08/2017,3,1.0,2.0,474.0,26.0,-38.10429,145.17178,19856,3739.6656392706122,66.81818181818181,False,990.0,3070.0,411.0,St Joachim's School,595.2306149113992,not ranked,Carrum Downs Secondary College,2478.372846138038,469
ID687445292,41 Witken Av,WANTIRNA SOUTH,930000.0,h,29/07/2017,4,2.0,2.0,639.0,34.0,-37.8789,145.24262,19869,4205.58126972344,48.18181818181818,False,98.66666666666667,190.66666666666666,19.0,Holy Trinity School,161.45759297722054,not ranked,St Andrews Christian College,587.7016182695443,135
ID913201278,401/18 Tanner St,RICHMOND,691000.0,u,15/10/2016,2,2.0,1.0,0.0,11.0,-37.8231,144.9906,19908,115.04145103121172,9.586206896551724,False,824.6666666666666,1890.3333333333333,159.33333333333334,Richmond Primary School,1036.1683349615728,260,Melbourne Girls Grammar,1083.7743916291606,21
ID752563035,21 Finlay St,ALBERT PARK,2130000.0,h,13/05/2017,2,1.0,1.0,236.0,131.0,-37.8436,144.9558,20043,2827.207690640721,0.0,False,1214.6666666666667,5603.666666666667,375.3333333333333,Albert Park Primary School,328.05880417765417,306,Albert Park College,753.4317384039796,131
ID117817489,303/166 Flinders St,MELBOURNE,440000.0,u,22/08/2016,1,1.0,1.0,0.0,99.0,-37.8168,144.9691,19854,251.6781682966996,3.196319018404908,False,278.0,489.0,65.0,Carlton Gardens Primary School,1642.660846677758,199,Stott's Colleges,599.964535802781,478
ID396565761,61 Station Rd,SEDDON,990000.0,h,12/11/2016,3,1.0,0.0,371.0,109.0,-37.8066,144.8853,20023,533.3576187648603,19.4,False,824.6666666666666,1890.3333333333333,159.33333333333334,St Augustine's School,888.1807263230747,not ranked,Gilmore College For Girls,1186.7024475075639,387
ID911615416,308/700 Chapel St,SOUTH YARRA,480000.0,u,7/11/2016,1,1.0,1.0,0.0,19.0,-37.8361,144.9966,19959,456.62546758164297,12.543859649122806,False,1100.6666666666667,3636.3333333333335,457.3333333333333,Richmond Primary School,758.8321957021617,260,Melbourne High School,139.1668800594829,2
ID225947443,6 The Avenue,OAK PARK,601000.0,u,8/04/2017,3,1.0,2.0,220.0,29.0,-37.7131,144.9091,20032,1191.70633080974,36.0,False,142.0,344.6666666666667,39.333333333333336,Oak Park Primary School,588.9324957533137,not ranked,Glenroy Secondary College,1683.2763247103624,511
ID905573823,1/10 Florence Rd,SURREY HILLS,813000.0,u,28/01/2016,2,1.0,2.0,108.0,99.0,-37.8276,145.1023,19895,493.6981935967113,25.5,False,2403.6666666666665,5212.333333333333,586.6666666666666,Surrey Hills Primary School,260.72823620229656,141,Kingswood College,1546.938662386142,106
ID962318644,72b David St,HAMPTON,890000.0,t,7/05/2016,2,2.0,2.0,181.0,59.0,-37.9433,145.019,19948,1489.593963204944,33.5,False,1683.6666666666667,8938.666666666666,509.3333333333333,Sandringham Primary School,978.0604820902819,353,Sandringham College,1534.0774660793938,304
ID577615646,12/412 High St,NORTHCOTE,680000.0,u,6/05/2017,2,2.0,1.0,1106.0,10.0,-37.7679,144.9994,20016,423.646984567752,21.3,False,142.0,344.6666666666667,39.333333333333336,Northcote Primary School,483.3295999555144,285,Santa Maria College,384.9652405712015,137
ID691580815,42 Snowdon Dr,CHELTENHAM,975000.0,h,26/08/2017,3,2.0,2.0,595.0,49.0,-37.97334,145.08192,19865,1749.8135142191322,44.6875,False,1288.3333333333333,4242.333333333333,480.0,Mentone Park Primary School,746.4623154641854,not ranked,Kilbreda College,1863.1619358999603,145
ID447846174,144 Marshall Rd,AIRPORT WEST,715000.0,h,18/03/2017,3,2.0,2.0,422.0,24.0,-37.7164,144.8792,20032,3599.2730812849977,36.0,False,1214.6666666666667,5603.666666666667,375.3333333333333,St Christopher's School,962.8807145774423,274,Penleigh & Essendon Grammar School,1919.4795197216802,23
