ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID276101227,2 Northgate Dr,4,h,775000.0,22/07/2017,2.0,2.0,520.0,29.0,-38.064859999999996,145.35031
ID588857287,3 Palermo St,3,h,2285000.0,15/10/2016,2.0,2.0,221.0,129.0,-37.8416,144.9959
ID429581585,1/76 Queen St,2,u,801250.0,26/08/2017,1.0,1.0,245.0,139.0,-37.870459999999994,144.83482
ID179486718,8a Pines Gr,2,h,480000.0,30/07/2016,1.0,2.0,0.0,24.0,-37.7157,144.9165
ID206340295,1/23 Bondi Rd,3,h,836000.0,3/06/2017,2.0,2.0,407.0,49.0,-38.06257,145.1226
ID493114347,16 Josephine Gr,2,h,1088000.0,22/08/2016,1.0,2.0,712.0,91.0,-37.7354,145.015
ID144308947,5/46 Kororoit Creek Rd,2,u,546000.0,8/04/2017,1.0,1.0,2023.0,40.0,-37.8573,144.8854
ID904373769,27 Beuron Rd,3,h,1001000.0,16/09/2017,1.0,2.0,667.0,119.0,-37.828720000000004,144.84558
ID571611918,2 Stewart St,3,h,940000.0,16/07/2016,1.0,1.0,397.0,79.0,-37.9064,145.0291
ID483853502,4 Adrian St,3,h,780000.0,22/05/2016,1.0,1.0,710.0,53.0,-37.9324,145.0577
ID791316517,80 Bunting St,2,h,951000.0,16/07/2016,1.0,0.0,108.0,114.0,-37.8259,145.0089
ID128763908,9a Ballater St,2,u,800000.0,16/04/2016,1.0,2.0,502.0,104.0,-37.7498,144.9048
ID240637027,106/246 Union Rd,3,u,790000.0,24/09/2016,2.0,1.0,0.0,99.0,-37.7722,144.9163
ID947377647,11/38 Grange Rd,3,u,950000.0,18/03/2017,1.0,1.0,57.0,59.0,-37.8371,145.012
ID821885311,2/7 Mayo St,2,t,410000.0,28/05/2016,2.0,2.0,204.0,11.0,-37.7982,144.82299999999995
ID278554416,2/43 Kangaroo Rd,2,u,825000.0,8/10/2016,1.0,1.0,0.0,44.0,-37.898,145.0734
ID245121255,165 Balwyn Rd,4,h,1900000.0,27/11/2016,2.0,1.0,665.0,79.0,-37.8057,145.0825
ID135097735,2 Donna St,3,h,532000.0,26/08/2017,1.0,2.0,474.0,26.0,-38.10429,145.17178
ID687445292,41 Witken Av,4,h,930000.0,29/07/2017,2.0,2.0,639.0,34.0,-37.8789,145.24262
ID913201278,401/18 Tanner St,2,u,691000.0,15/10/2016,2.0,1.0,0.0,11.0,-37.8231,144.9906
ID752563035,21 Finlay St,2,h,2130000.0,13/05/2017,1.0,1.0,236.0,131.0,-37.8436,144.9558
ID117817489,303/166 Flinders St,1,u,440000.0,22/08/2016,1.0,1.0,0.0,99.0,-37.8168,144.9691
ID396565761,61 Station Rd,3,h,990000.0,12/11/2016,1.0,0.0,371.0,109.0,-37.8066,144.8853
ID911615416,308/700 Chapel St,1,u,480000.0,7/11/2016,1.0,1.0,0.0,19.0,-37.8361,144.9966
ID225947443,6 The Avenue,3,u,601000.0,8/04/2017,1.0,2.0,220.0,29.0,-37.7131,144.9091
ID905573823,1/10 Florence Rd,2,u,813000.0,28/01/2016,1.0,2.0,108.0,99.0,-37.8276,145.1023
ID962318644,72b David St,2,t,890000.0,7/05/2016,2.0,2.0,181.0,59.0,-37.9433,145.019
ID577615646,12/412 High St,2,u,680000.0,6/05/2017,2.0,1.0,1106.0,10.0,-37.7679,144.9994
ID691580815,42 Snowdon Dr,3,h,975000.0,26/08/2017,2.0,2.0,595.0,49.0,-37.97334,145.08192
ID447846174,144 Marshall Rd,3,h,715000.0,18/03/2017,2.0,2.0,422.0,24.0,-37.7164,144.8792
ID259165884,21 Leslie St,3,h,1090000.0,7/05/2016,1.0,3.0,283.0,79.0,-37.8127,145.0073
ID638480620,1/3 Euston Rd,3,t,900000.0,26/07/2016,2.0,1.0,360.0,44.0,-37.8937,145.0779
ID373702296,20 Servante St,3,h,735000.0,15/10/2016,1.0,3.0,435.0,49.0,-37.7877,144.838
ID816178843,5/26 Florence Rd,2,u,550000.0,16/04/2016,1.0,1.0,174.0,71.0,-37.8291,145.1015
ID904247363,4/4 Powell St,1,u,401500.0,15/07/2017,1.0,1.0,10.0,59.0,-37.841570000000004,144.98935
ID811303136,7 Maidstone St,2,h,1030000.0,27/05/2017,1.0,1.0,743.0,6.0,-37.8732,144.81331
ID649398967,20 Greig St,3,h,881000.0,18/06/2016,1.0,2.0,217.0,129.0,-37.8075,144.8909
ID228023628,85 Victoria Cr,4,h,2500000.0,16/09/2017,3.0,3.0,402.0,69.0,-37.8137,145.11013
ID535840135,33 Clunes St,2,h,705500.0,30/07/2016,1.0,1.0,770.0,69.0,-37.7159,145.0389
ID311420143,9 Jackson St,3,h,1197000.0,26/08/2017,2.0,2.0,651.0,59.0,-37.83455,145.16173999999995
ID263246329,5 Donne St,3,h,1090000.0,12/11/2016,1.0,1.0,464.0,59.0,-37.753,144.9485
ID200249745,15 Eureka Rd,3,h,435000.0,27/05/2017,1.0,2.0,608.0,9.0,-37.6204,144.71138
ID396137273,15 Greer St,4,h,1000000.0,22/07/2017,2.0,1.0,180.0,25.0,-37.796859999999995,144.908
ID891603065,169 Anderson Rd,3,h,730000.0,29/04/2017,1.0,2.0,638.0,59.0,-37.6952,144.9613
ID309904433,16 North Rd,3,h,765000.0,15/10/2016,1.0,2.0,551.0,49.0,-37.7214,145.0241
ID872125175,2/14 Brickwood St,2,u,855000.0,17/06/2017,1.0,1.0,106.0,34.0,-37.89571,144.99796
ID667614778,34 Martin St,4,h,1031000.0,22/05/2016,1.0,1.0,570.0,79.0,-37.7523,145.0604
ID611646002,34 Selwyn Av,3,h,1820000.0,29/07/2017,2.0,3.0,144.0,9.0,-37.88617,144.9833
ID886144910,6/51 Armadale St,2,u,704000.0,19/11/2016,1.0,1.0,0.0,50.0,-37.8573,145.0186
ID317606389,17 Braid St,2,h,650000.0,8/04/2017,1.0,1.0,452.0,69.0,-37.804,144.8772
ID976997948,49 Berkeley St,3,h,5100000.0,3/12/2016,2.0,3.0,1038.0,14.0,-37.8332,145.0366
ID294742897,11 Rebecca Cl,5,h,835500.0,29/07/2017,5.0,4.0,570.0,29.0,-38.03335,145.13212
ID432406598,77 Hillsyde Pde,2,h,790000.0,3/06/2017,2.0,1.0,213.0,29.0,-37.73519,144.92373999999995
ID740669545,4/48 New St,3,u,1635000.0,20/05/2017,2.0,2.0,1803.0,8.0,-37.8544,145.0164
ID602547461,9 Moore St,3,h,1125000.0,24/09/2016,1.0,0.0,146.0,109.0,-37.8454,144.9888
ID978810109,13A Queens Pde,3,t,577000.0,27/05/2017,1.0,1.0,164.0,16.0,-37.71976,144.97121
ID756396872,704/8 Howard St,3,u,760000.0,14/05/2016,2.0,1.0,0.0,14.0,-37.8331,144.9975
ID793540603,7 Carmody St,3,t,918000.0,17/06/2017,2.0,1.0,207.0,7.0,-37.85682,145.10873
ID438945814,6 Tilley St,3,h,1145000.0,27/05/2017,1.0,2.0,584.0,69.0,-37.96911,145.07271
ID662226496,108/33 Jeffcott St,3,u,660000.0,7/05/2016,2.0,1.0,0.0,21.0,-37.8118,144.9526
ID410464466,271 Edward St,2,h,1105000.0,3/06/2017,1.0,2.0,173.0,129.0,-37.775240000000004,144.97529
ID715434570,36 Matthews St,5,h,895000.0,7/05/2016,2.0,2.0,690.0,59.0,-37.7933,144.8408
ID543623222,206/424 Gore St,1,u,458000.0,27/06/2016,1.0,1.0,0.0,119.0,-37.7964,144.9839
ID296867161,4/71 Station Rd,2,t,400000.0,8/07/2017,1.0,1.0,102.0,7.0,-37.711220000000004,144.91863
ID210848654,3/26 Tyler St,2,u,465000.0,3/06/2017,1.0,1.0,163.0,69.0,-37.733109999999996,145.03552
ID222069376,39 Blair St,1,h,1100000.0,22/07/2017,1.0,1.0,1312.0,29.0,-37.6821,144.92773
ID666312034,21 Emerald St,3,h,820000.0,23/09/2017,1.0,2.0,493.0,21.0,-37.74305,145.01811999999995
ID386704290,14 Beths St,4,h,2700000.0,17/06/2017,4.0,2.0,673.0,84.0,-37.91888,145.04775
ID466906102,135 Suffolk St,3,h,709000.0,22/05/2016,1.0,1.0,405.0,59.0,-37.79,144.86700000000005
ID740907882,59 Batman St,2,h,1275000.0,24/06/2017,1.0,0.0,153.0,12.0,-37.78327,144.9791
ID396500403,1 Bruce St,4,h,1655000.0,12/08/2017,2.0,4.0,651.0,111.0,-37.90296,145.02261000000001
ID629768991,13 Annadale St,3,h,1635000.0,3/09/2016,1.0,2.0,396.0,29.0,-37.8102,145.0451
ID900980464,77 Nicholson St,2,h,1250000.0,27/05/2017,1.0,2.0,368.0,99.0,-37.91304,145.0373
ID919368794,2 Country La,3,h,1009000.0,16/09/2017,2.0,2.0,663.0,39.0,-37.7417,145.0958
ID341351135,3/859 Toorak Rd,3,t,1590000.0,19/11/2016,2.0,2.0,289.0,9.0,-37.8451,145.0525
ID830046094,90 Molesworth St,3,h,1635000.0,3/09/2016,1.0,0.0,517.0,139.0,-37.7967,144.9472
ID531960103,33 Thoresby Gr,4,h,2350000.0,4/03/2017,2.0,2.0,638.0,59.0,-37.7641,145.0501
ID235714003,1/3 Brady Rd,3,u,830000.0,28/08/2016,2.0,2.0,395.0,18.0,-37.9364,145.0649
ID849187088,29/78 Oxford St,2,u,860000.0,30/07/2016,2.0,1.0,0.0,99.0,-37.8035,144.985
ID801630680,6 Aquila St,5,h,3000000.0,26/08/2017,4.0,2.0,830.0,69.0,-37.78739,145.07388999999995
ID828326214,59 Winifred St,4,h,921000.0,29/07/2017,1.0,4.0,550.0,69.0,-37.7204,144.9143
ID220540833,25 Glover St,4,h,800000.0,16/04/2016,2.0,2.0,601.0,69.0,-37.9278,145.08100000000005
ID898243049,2 Ormiston St,4,h,1400000.0,23/09/2017,2.0,2.0,664.0,54.0,-37.863009999999996,145.14145
ID944029104,305/45 York St,1,u,402000.0,17/09/2016,1.0,1.0,0.0,119.0,-37.813,144.993
ID486570963,60 Teague St,3,h,1200000.0,8/04/2017,1.0,1.0,650.0,64.0,-37.7436,144.8856
ID897681594,3a Cowra St,3,t,1425000.0,28/05/2016,2.0,2.0,495.0,77.0,-37.9049,145.0069
ID582553189,47 Charles St,3,h,1600000.0,22/05/2016,2.0,1.0,261.0,139.0,-37.803000000000004,144.9806
ID625220473,14/125 Ormond Rd,2,u,800000.0,20/05/2017,2.0,2.0,0.0,18.0,-37.8857,144.9884
ID636465444,15 Berwick St,3,h,751000.0,27/11/2016,1.0,2.0,604.0,79.0,-37.723,145.0024
ID174856276,4/308 Hampton St,2,u,875500.0,18/03/2017,2.0,1.0,225.0,49.0,-37.9442,145.0018
ID942524683,35 Astley St,3,h,900000.0,27/05/2017,1.0,1.0,575.0,39.0,-37.720890000000004,145.11987
ID547407317,473 Melbourne Rd,3,h,920000.0,4/06/2016,2.0,2.0,296.0,109.0,-37.8395,144.8825
ID718033499,2/919 Dandenong Rd,1,u,350000.0,10/12/2016,1.0,1.0,0.0,44.0,-37.8769,145.0471
ID596692272,1/51 Brunswick Rd,2,h,620000.0,29/07/2017,1.0,1.0,123.0,59.0,-37.7784,144.97404
ID838058468,112 Mason St,3,t,747000.0,24/09/2016,2.0,2.0,753.0,14.0,-37.8413,144.8741
ID607790118,4 Clematis Pl,5,h,621000.0,10/12/2016,2.0,2.0,596.0,22.0,-37.7981,144.7936
ID497470647,6 Whernside Ct,4,h,710000.0,15/07/2017,1.0,2.0,666.0,34.0,-37.67626,145.0659
ID856970646,46 Eglinton St,4,h,1525000.0,26/08/2017,3.0,1.0,233.0,49.0,-37.768840000000004,144.91708
ID854392008,65 Caroline St,3,t,3475000.0,20/05/2017,3.0,1.0,296.0,49.0,-37.8366,144.9882
ID247113427,202 Raglan St,3,h,945000.0,3/06/2017,1.0,2.0,349.0,79.0,-37.74946,145.00875
ID751842667,17 Fidge Ct,2,h,575500.0,8/07/2017,1.0,1.0,662.0,59.0,-37.68988,144.91113
ID165631727,22/3 Alfred Sq,1,u,520000.0,8/04/2017,1.0,1.0,2422.0,49.0,-37.8644,144.9741
ID691201247,51 Beavers Rd,2,h,910000.0,30/07/2016,1.0,1.0,150.0,24.0,-37.7665,144.9955
ID800160974,8 Hadley Ct,2,h,1723000.0,26/07/2016,1.0,1.0,553.0,12.0,-37.8464,145.0511
ID452979909,34a Preston St,3,h,631000.0,24/09/2016,2.0,2.0,297.0,7.0,-37.6994,144.9686
ID132111481,77 Buckingham St,3,h,1182000.0,14/05/2016,1.0,1.0,199.0,99.0,-37.8139,145.0039
ID130894429,1/38 Donald St,2,t,1540000.0,22/05/2016,2.0,1.0,113.0,74.0,-37.8481,144.9869
ID236883096,8/6 Irving St,2,u,740000.0,25/02/2017,1.0,1.0,0.0,52.0,-37.8597,145.0322
ID861953900,5 Miranda Pl,4,h,650000.0,16/09/2017,2.0,2.0,710.0,59.0,-38.16802,145.14348999999999
ID793137482,51 Dixon St,2,h,1611000.0,12/11/2016,1.0,2.0,277.0,11.0,-37.8586,145.0375
ID480129020,6/39 St Kinnord St,1,u,310000.0,22/07/2017,1.0,1.0,1715.0,49.0,-37.75882,144.9027
ID625626771,88 Monash St,2,h,720000.0,28/05/2016,1.0,2.0,465.0,11.0,-37.7889,144.8362
ID459300729,3/5 Kent Rd,2,u,400000.0,23/04/2016,1.0,1.0,0.0,14.0,-37.8248,145.1215
ID183628353,2/14 Nash St,2,u,480000.0,14/05/2016,1.0,1.0,0.0,39.0,-37.8559,145.049
ID445330605,52 Parramatta Rd,4,h,490500.0,3/09/2017,2.0,2.0,586.0,18.0,-37.88639000000001,144.6555
ID790286701,29 MacGregor St,3,h,1915000.0,16/04/2016,2.0,2.0,700.0,99.0,-37.8807,145.0547
ID215372410,37 Roxburgh St,3,h,1306000.0,15/07/2017,1.0,0.0,199.0,119.0,-37.77561,144.91695
ID730277121,6 Cassowary Av,3,h,505000.0,15/07/2017,2.0,4.0,557.0,32.0,-37.87975,144.66459
ID171617301,7 Rathmines St,3,h,1350000.0,3/12/2016,1.0,2.0,309.0,19.0,-37.7828,145.0154
ID914676605,54 Sussex St,3,h,890000.0,3/09/2017,1.0,2.0,338.0,113.0,-37.8195,144.88908
ID231295131,22 McPherson St,4,h,1310000.0,16/04/2016,3.0,2.0,475.0,129.0,-37.7609,144.9285
ID282586818,28 Campbell St,6,h,2000000.0,8/04/2017,2.0,2.0,702.0,93.0,-37.9193,145.033
ID365106149,3 Peacock St,3,h,1468000.0,11/02/2017,1.0,2.0,706.0,17.0,-37.8509,145.1161
ID904286476,7 Gladstone St,4,h,1250000.0,10/12/2016,1.0,2.0,613.0,59.0,-37.7433,144.9762
ID160950475,2 Delhi St,2,h,1402000.0,6/05/2017,1.0,4.0,616.0,69.0,-37.9257,145.0469
ID385518711,4 Lennox St,3,h,840000.0,15/10/2016,1.0,0.0,307.0,109.0,-37.7704,144.9083
ID272194326,3/50 Denbigh Rd,2,u,546000.0,30/07/2016,0.0,0.0,0.0,6.0,-37.8568,145.0161
ID308632668,24 Stymie St,5,h,1000000.0,11/02/2017,2.0,2.0,544.0,19.0,-37.7147,145.0296
ID503654601,5 Glenice St,3,h,740000.0,27/05/2017,1.0,3.0,580.0,57.0,-37.71536,145.10205
ID910011561,168 Mary St,4,h,2368000.0,3/09/2017,1.0,3.0,390.0,69.0,-37.82483,145.00111
ID747275222,6/35 Scott Gr,2,u,523000.0,1/07/2017,1.0,1.0,0.0,54.0,-37.85546,145.04998
ID772119683,409/216 Rouse St,2,u,665000.0,3/06/2017,2.0,1.0,1472.0,9.0,-37.840959999999995,144.93791000000004
ID511231096,21A Geddes St,3,h,1037500.0,19/11/2016,1.0,2.0,506.0,99.0,-37.7779,144.9133
ID261668321,2/8 Evelina St,4,t,1400000.0,12/11/2016,3.0,2.0,241.0,10.0,-37.8042,145.1042
ID700583697,13 Leonardo Dr,4,h,720000.0,9/09/2017,2.0,2.0,573.0,39.0,-37.60686,145.08615
ID793270063,74 Chirnside St,3,h,1340000.0,19/11/2016,2.0,0.0,272.0,104.0,-37.8079,144.8825
ID999591958,18 Carlsberg Rd,4,h,3300000.0,29/07/2017,2.0,3.0,1783.0,59.0,-37.76457,145.06555
ID903715984,22 Reid St,3,h,1620000.0,8/07/2017,2.0,1.0,669.0,104.0,-37.90583,145.07283
ID649551858,28 Moubray St,2,h,2015000.0,3/06/2017,1.0,2.0,178.0,129.0,-37.84098,144.95115
ID374846776,49 Bellett St,4,h,2513000.0,13/05/2017,2.0,3.0,696.0,109.0,-37.8355,145.0665
ID522446669,1/17 Cosy Gum Rd,2,u,750000.0,8/07/2017,1.0,2.0,0.0,49.0,-37.88368,145.0515
ID114338979,1 Athol St,4,h,1350000.0,10/09/2016,2.0,2.0,447.0,139.0,-37.7704,144.9199
ID193141105,44 Thompson St,3,t,1250000.0,10/09/2016,2.0,2.0,326.0,19.0,-37.903,145.0285
ID275837460,23/146 Power St,1,u,320000.0,3/12/2016,1.0,0.0,0.0,69.0,-37.8235,145.0258
ID915992751,14 Tuck St,3,h,1199000.0,24/06/2017,2.0,2.0,552.0,54.0,-37.97069000000001,145.05928
ID376152921,33 Dunbarton Dr,4,h,908000.0,29/07/2017,2.0,1.0,815.0,39.0,-37.84839,145.24191000000005
ID658234060,2059 Malvern Rd,3,h,1380000.0,8/04/2017,1.0,2.0,572.0,109.0,-37.8757,145.066
ID281304456,40 Coates St,2,t,680000.0,27/11/2016,1.0,1.0,83.0,21.0,-37.9259,145.0341
ID857738309,30 Stennis St,3,h,770000.0,3/12/2016,1.0,0.0,464.0,59.0,-37.7301,144.9487
ID895664286,3/1 Elm St,1,u,480000.0,13/08/2016,1.0,1.0,0.0,79.0,-37.8128,145.0171
ID543032458,4/5 Southey Ct,2,u,717000.0,12/06/2016,1.0,1.0,0.0,69.0,-37.8758,144.9874
ID363273230,115/150 Peel St,2,u,470000.0,7/11/2016,1.0,1.0,0.0,13.0,-37.8044,144.9566
ID615689160,63 Lovell Dr,3,h,600000.0,24/06/2017,1.0,3.0,565.0,49.0,-37.764540000000004,144.80611000000005
ID228153276,21 Hughes St,3,h,575000.0,10/12/2016,1.0,3.0,559.0,64.0,-37.7923,144.852
ID994264224,103 Longview Rd,4,h,2000000.0,13/05/2017,2.0,2.0,627.0,64.0,-37.7848,145.0788
ID380923535,9/80 Hobsons Rd,3,t,855000.0,3/06/2017,2.0,1.0,68.0,44.0,-37.79554,144.91679
ID218291141,254 Neerim Rd,2,h,1350000.0,6/08/2016,2.0,2.0,265.0,99.0,-37.8881,145.0537
ID868735946,12 Stanley St,3,h,756000.0,13/08/2016,1.0,1.0,353.0,94.0,-37.7915,144.8733
ID264771571,11 Duffy St,3,h,680000.0,23/09/2017,1.0,1.0,237.0,21.0,-37.7104,145.00717
ID132049554,7a Woorigoleen Rd,3,t,2650000.0,10/09/2016,3.0,2.0,0.0,19.0,-37.8428,145.0171
ID702886510,4/425 Station St,4,h,880000.0,4/03/2017,2.0,2.0,206.0,16.0,-37.828,145.1215
ID693638021,34 Acland St,2,h,1301000.0,13/05/2017,1.0,1.0,165.0,109.0,-37.8658,144.9774
ID762543556,5/13 Toward St,2,t,690000.0,4/06/2016,1.0,1.0,129.0,94.0,-37.8927,145.0691
ID186539491,604/353 Napier St,2,u,830000.0,8/07/2017,2.0,1.0,4421.0,8.0,-37.79721,144.98073
ID661021125,1/16 Leake St,4,u,1170000.0,19/11/2016,2.0,2.0,0.0,6.0,-37.7465,144.91
ID189905167,3/145 Glen Huntly Rd,2,u,670000.0,16/07/2016,2.0,1.0,0.0,49.0,-37.883,144.9916
ID313178277,8 Mawson St,5,h,4515000.0,13/05/2017,4.0,2.0,800.0,7.0,-37.8147,145.0571
ID424273743,4/64 Edward St,3,u,760000.0,17/06/2017,1.0,1.0,178.0,16.0,-37.96224,145.01683
ID323804835,23 Grange Rd,5,h,4850000.0,12/11/2016,4.0,4.0,957.0,89.0,-37.8112,145.05700000000004
ID298950729,2 Elgar Rd,3,h,1300000.0,4/06/2016,1.0,1.0,667.0,69.0,-37.8489,145.1093
ID830802723,5/21 Cumming St,2,u,656000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.7609,144.9425
ID164467914,5/6 St James Rd,2,u,590000.0,27/05/2017,1.0,1.0,903.0,52.0,-37.859629999999996,145.02077
ID620334432,13 Wilson St,3,h,696000.0,18/03/2017,1.0,0.0,557.0,59.0,-37.7899,144.8515
ID835418006,16b Regent St,3,t,1511000.0,24/09/2016,2.0,2.0,496.0,7.0,-37.9237,145.0075
ID626162534,98 Hotham St,3,h,1470000.0,18/03/2017,2.0,0.0,150.0,119.0,-37.7968,144.9924
ID880894840,77 Dennis St,3,h,860000.0,7/05/2016,1.0,1.0,213.0,8.0,-37.766,145.0039
ID491270258,371 Elgar Rd,2,h,1320000.0,3/09/2016,1.0,1.0,613.0,69.0,-37.8238,145.1135
ID505719443,1/37 Thornhill Dr,3,h,575000.0,24/06/2017,1.0,1.0,307.0,29.0,-37.72545,144.80397
ID454708756,7/16 Leake St,2,u,510000.0,22/04/2017,2.0,1.0,0.0,14.0,-37.7465,144.91
ID890970483,254 Faraday St,3,h,1590000.0,7/05/2016,2.0,2.0,100.0,119.0,-37.7983,144.9655
ID774917737,15 Virginia St,3,h,1850000.0,8/07/2017,1.0,1.0,717.0,59.0,-37.87754,145.12076000000005
ID968716873,38 Wiltshire Dr,2,u,591000.0,22/07/2017,1.0,2.0,0.0,132.0,-37.794129999999996,145.02382
ID959698747,314 Liberty Pde,3,h,580000.0,27/05/2017,1.0,2.0,429.0,69.0,-37.73704,145.03697
ID298819985,110/171 Flemington Rd,2,u,550000.0,7/11/2016,1.0,2.0,0.0,44.0,-37.7955,144.9492
ID481361269,12 Redgum Dr,4,h,895000.0,23/09/2017,2.0,2.0,400.0,39.0,-37.765859999999996,144.85193
ID957432310,7/20 Abbotsford St,1,u,441000.0,14/05/2016,1.0,1.0,0.0,10.0,-37.8016,144.9988
ID541751116,1001/639 Little Bourke St,2,u,470000.0,18/03/2017,1.0,2.0,0.0,102.0,-37.816,144.9535
ID626391603,3/103 Cyprus St,2,u,383000.0,27/05/2017,1.0,2.0,138.0,25.0,-37.67527000000001,145.02775
ID826678850,4 James St,3,h,1097000.0,13/05/2017,1.0,1.0,372.0,79.0,-37.7634,144.9434
ID497106888,32 Page St,2,h,1340000.0,25/02/2017,1.0,0.0,136.0,109.0,-37.846,144.9517
ID679957228,16 Heather Ct,3,h,695000.0,3/06/2017,1.0,2.0,649.0,64.0,-37.69777,144.91952
ID291169398,65 Graham St,2,h,1322500.0,15/10/2016,1.0,0.0,149.0,129.0,-37.8443,144.9481
ID563393328,34 Moorna Dr,4,h,978000.0,24/09/2016,3.0,2.0,532.0,44.0,-37.7263,144.869
ID391376997,61 Doyle St,3,h,635000.0,26/07/2016,1.0,1.0,597.0,59.0,-37.7568,144.8572
ID660187722,3/61 Ormond Rd,2,u,559000.0,17/09/2016,1.0,1.0,1307.0,59.0,-37.8838,144.9853
ID125271204,6 Elswill St,5,h,1351000.0,20/05/2017,2.0,2.0,652.0,19.0,-37.9311,145.0651
ID329799351,73 The Avenue,3,h,1040000.0,3/09/2016,1.0,3.0,690.0,69.0,-37.8272,144.8789
ID600105202,35 Chomley St,2,h,1180000.0,23/04/2016,1.0,0.0,214.0,119.0,-37.8577,145.0053
ID695445580,6/7 Judd St,2,u,435000.0,28/05/2016,1.0,1.0,0.0,39.0,-37.8986,145.0567
ID360539114,1 Gowanbrae Dr,3,h,631000.0,3/09/2016,2.0,2.0,608.0,18.0,-37.709,144.8925
ID961383087,29 Glenroy Rd,3,h,820000.0,22/04/2017,1.0,1.0,697.0,59.0,-37.7073,144.9355
ID640268663,14 Musk Ct,3,h,295000.0,27/05/2017,1.0,4.0,600.0,44.0,-37.68734,144.58001000000004
ID951103816,34 Mitchell St,3,h,905000.0,27/06/2016,1.0,2.0,696.0,19.0,-37.7832,144.8864
ID739644312,2/382 Williamstown Rd,2,h,630000.0,19/11/2016,2.0,2.0,168.0,19.0,-37.8225,144.8814
ID549576367,408/633 Church St,2,u,760000.0,27/11/2016,1.0,1.0,0.0,19.0,-37.833,144.997
ID326651266,2/31 Cumming St,3,t,670000.0,20/05/2017,1.0,2.0,109.0,9.0,-37.7609,144.9416
ID557420477,11 Thomson St,3,h,625000.0,3/12/2016,1.0,1.0,203.0,69.0,-37.7853,144.843
ID143675406,4 Collins St,3,h,720000.0,4/03/2017,1.0,0.0,505.0,89.0,-37.7375,145.0555
ID125271204,6 Elswill St,5,h,1351000.0,20/05/2017,2.0,2.0,652.0,19.0,-37.9311,145.0651
ID400709083,7 Morrow St,3,h,910000.0,22/08/2016,1.0,2.0,717.0,69.0,-37.7525,144.9321
ID395519219,3/80 Delaware St,1,u,407000.0,20/05/2017,1.0,1.0,108.0,12.0,-37.7196,145.0092
ID976574269,4/4 Austin St,3,t,670000.0,27/05/2017,2.0,2.0,239.0,16.0,-37.885999999999996,145.28646
ID565688108,8 Kinkora Rd,4,h,2010000.0,24/06/2017,3.0,3.0,451.0,49.0,-37.81633,145.02833
ID738763919,6/14 Woorigoleen Rd,3,u,1350000.0,12/08/2017,2.0,1.0,187.0,79.0,-37.84297,145.01819
ID549905280,205/88 Dow St,2,u,730000.0,22/04/2017,1.0,1.0,0.0,14.0,-37.842,144.9413
ID875674718,68 Queens Pde,4,h,874000.0,19/08/2017,1.0,2.0,687.0,99.0,-37.71879000000001,144.9651
ID321133069,1/10 Norma St,2,u,425500.0,15/10/2016,1.0,0.0,153.0,49.0,-37.7912,144.8439
ID918176392,1/58 Cawkwell St,2,u,584000.0,28/08/2016,1.0,1.0,0.0,48.0,-37.854,145.041
ID596407510,24 County Tce,4,h,1020000.0,29/07/2017,2.0,2.0,560.0,29.0,-37.77791,145.26912
ID564692653,607/140 Swan St,2,u,662500.0,19/11/2016,1.0,1.0,0.0,4.0,-37.8255,144.9948
ID155064446,16 Tribe St,3,h,2000000.0,15/10/2016,2.0,1.0,161.0,129.0,-37.8383,144.9499
ID982007950,24 Goulburn St,3,h,1225000.0,3/06/2017,1.0,0.0,230.0,119.0,-37.81493,144.88974
ID727523326,33 Tyrone St,2,h,1200000.0,28/05/2016,1.0,1.0,163.0,119.0,-37.8446,144.9879
ID394670841,2/5 Camperdown St,2,u,905000.0,15/10/2016,1.0,2.0,189.0,39.0,-37.9172,145.0072
ID832435470,13 Lobelia Ct,3,h,980000.0,17/06/2017,2.0,2.0,702.0,39.0,-37.97658,145.11887
ID389740614,15 River Dr,3,h,725000.0,15/10/2016,1.0,4.0,606.0,7.0,-37.751999999999995,144.85399999999996
ID297774177,13/177 Power St,2,u,525000.0,7/11/2016,1.0,1.0,0.0,5.0,-37.8265,145.0257
ID432465727,1/205 Grange Rd,2,u,640000.0,26/07/2016,1.0,1.0,1784.0,49.0,-37.8966,145.0453
ID914593980,13 Union St,3,h,735000.0,15/10/2016,1.0,1.0,490.0,49.0,-37.7892,144.8432
ID936261633,37 Spencer Pl,3,t,1500000.0,16/09/2017,2.0,2.0,72.0,8.0,-37.81937,145.00146
ID545821980,7 Valdemar Ct,4,h,1447000.0,25/02/2017,1.0,2.0,590.0,20.0,-37.9286,145.0274
ID693463053,2/12 Jones St,2,t,685000.0,13/08/2016,2.0,1.0,0.0,17.0,-37.7617,144.9642
ID952773347,111 Cecil St,2,h,1000000.0,3/09/2016,1.0,0.0,128.0,109.0,-37.7941,144.9802
ID585599664,712/8 Howard St,2,u,927000.0,29/07/2017,1.0,2.0,0.0,19.0,-37.83305,144.99745
ID802782558,2/746 Barkly St,2,t,520000.0,16/07/2016,1.0,1.0,148.0,109.0,-37.7956,144.8641
ID555887021,2 Mimosa Rd,2,h,490000.0,29/07/2017,1.0,2.0,374.0,29.0,-37.6745,145.05491
